"run_id";"date";"parent_run_id";"status";"accepted_or_rejected";"main_parameter";"main_from";"main_to";"dependent_parameter";"dependent_from";"dependent_to";"expected_effect";"notes";"run_dir";"decision_type";"accepted_for_followup";"promoted_to_baseline";"validation_phase";"next_validation_phase";"process_reliability_score";"analyst_quality_score";"coordinator_quality_score";"research_effectiveness_score";"overall_agent_score";"research_value";"branch_health";"learning_signal";"stagnation_risk";"main_friction";"recommended_next_action";"strategy_family";"profile_mode";"min_spy_channel_r2";"max_avg_profile_distance";"enable_close_vs_sma50_filter";"max_close_vs_sma50_pct";"top_candidates_next_week";"top_similar_spy_weeks";"w4_status";"w4_requested_weeks";"w4_actual_weeks_run";"w4_depth_ok";"w4_weeks_run";"w4_weeks_traded";"w4_weeks_skipped_by_gates";"w4_weeks_blocked_by_spy_channel_r2_gate";"w4_weeks_blocked_by_avg_profile_distance_gate";"w4_weeks_blocked_by_both_gates";"w4_trades";"w4_wins";"w4_losses";"w4_ties";"w4_win_rate";"w4_avg_net_return_pct";"w4_total_net_pnl_dollars";"w4_spy_compare";"w8_status";"w8_requested_weeks";"w8_actual_weeks_run";"w8_depth_ok";"w8_weeks_run";"w8_weeks_traded";"w8_weeks_skipped_by_gates";"w8_weeks_blocked_by_spy_channel_r2_gate";"w8_weeks_blocked_by_avg_profile_distance_gate";"w8_weeks_blocked_by_both_gates";"w8_trades";"w8_wins";"w8_losses";"w8_ties";"w8_win_rate";"w8_avg_net_return_pct";"w8_total_net_pnl_dollars";"w8_spy_compare";"w24_status";"w24_requested_weeks";"w24_actual_weeks_run";"w24_depth_ok";"w24_weeks_run";"w24_weeks_traded";"w24_weeks_skipped_by_gates";"w24_weeks_blocked_by_spy_channel_r2_gate";"w24_weeks_blocked_by_avg_profile_distance_gate";"w24_weeks_blocked_by_both_gates";"w24_trades";"w24_wins";"w24_losses";"w24_ties";"w24_win_rate";"w24_avg_net_return_pct";"w24_total_net_pnl_dollars";"w24_spy_compare";"w52_status";"w52_requested_weeks";"w52_actual_weeks_run";"w52_depth_ok";"w52_weeks_run";"w52_weeks_traded";"w52_weeks_skipped_by_gates";"w52_weeks_blocked_by_spy_channel_r2_gate";"w52_weeks_blocked_by_avg_profile_distance_gate";"w52_weeks_blocked_by_both_gates";"w52_trades";"w52_wins";"w52_losses";"w52_ties";"w52_win_rate";"w52_avg_net_return_pct";"w52_total_net_pnl_dollars";"w52_spy_compare";"w156_status";"w156_requested_weeks";"w156_actual_weeks_run";"w156_depth_ok";"w156_weeks_run";"w156_weeks_traded";"w156_weeks_skipped_by_gates";"w156_weeks_blocked_by_spy_channel_r2_gate";"w156_weeks_blocked_by_avg_profile_distance_gate";"w156_weeks_blocked_by_both_gates";"w156_trades";"w156_wins";"w156_losses";"w156_ties";"w156_win_rate";"w156_avg_net_return_pct";"w156_total_net_pnl_dollars";"w156_spy_compare"
"EXP_011";"2026-04-07 22:53:52";"EXP_002";"blocked_duplicate";"rejected";"TOP_CANDIDATES_NEXT_WEEK";"5.0";"4";"";"";"";"Cambio directo en cantidad de trades semanales.";"Configuracion ya probada en EXP_008_260407210831";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_011_260407225350";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_012";"2026-04-07 23:43:25";"EXP_002";"run_partial_valid";"accepted";"MIN_SPY_CHANNEL_R2";"0.55";"0.6";"";"";"";"Cambio incremental en semanas operadas con impacto controlado en calidad.";"decision_type=accepted_for_followup, promotion_reason=Pendiente validación robusta en ventana larga real. No se reinicia initial_test_queue, corrida utilizable como parent., Aceptado para seguimiento, pendiente validación de ventana larga real., No se promueve baseline sin validar profundidad real de 156 semanas (actual=52)., Regla global aplicada: 4/8/24/52 validas + 156 insufficient_depth => parent util y sin reinicio de cola inicial.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_012_260407225406";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"5";"5";"0";"0";"1";"";"213";"10,4559779941";"";"";"";"";"";"2";"";"";"";"";"5";"5";"0";"0";"1";"";"213";"7,1865468949";"";"";"";"";"";"26";"";"";"";"";"125";"44";"41";"40";"0,352";"";"1509,7015";"1,97563283944";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_013";"2026-04-08 00:50:13";"EXP_012";"run_ok";"rejected";"TOP_SIMILAR_SPY_WEEKS";"20.0";"16";"";"";"";"Ajuste de estabilidad del matching con impacto gradual.";"decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_013_260407235403";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"";"";"";"";"40";"14";"12";"14";"0,35";"";"524";"2,38184637139";"";"";"";"";"";"24";"";"";"";"";"120";"32";"44";"44";"0,266666666666667";"";"707";"0,812907401486";"";"";"";"";"";"26";"";"";"";"";"125";"37";"44";"44";"0,296";"";"920";"1,03211043944";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_014";"2026-04-08 01:54:43";"EXP_012";"run_ok";"rejected";"TOP_CANDIDATES_NEXT_WEEK";"5.0";"3";"";"";"";"Cambio directo en cantidad de trades semanales.";"decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_014_260408005030";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"";"";"";"";"24";"11";"6";"7";"0,458333333333333";"";"427,4";"3,32351303806";"";"";"";"";"";"24";"";"";"";"";"72";"20";"28";"24";"0,277777777777778";"";"372,2";"0,668462957042";"";"";"";"";"";"26";"";"";"";"";"75";"23";"28";"24";"0,306666666666667";"";"490";"0,866777106108";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_015";"2026-04-08 03:11:35";"EXP_012";"run_ok";"accepted";"MIN_SPY_CHANNEL_R2";"0.6";"0.5";"";"";"";"Cambio incremental en semanas operadas con impacto controlado en calidad.";"decision_type=accepted_for_followup, promotion_reason=Aceptable para seguimiento, pero no robusto para promoción de baseline., Aceptado para seguimiento, pero sin promoción de baseline., Empeora edge en 52w vs parent (avg_net_return_pct y spy_compare)., Sube frecuencia/trades pero deteriora edge contra parent.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_015_260408020916";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"";"";"";"";"40";"18";"11";"11";"0,45";"";"859";"4,05684637139";"";"";"";"";"";"24";"";"";"";"";"120";"39";"41";"40";"0,325";"";"1296,7015";"1,79574323482";"";"";"";"";"";"34";"";"";"";"";"160";"58";"54";"48";"0,3625";"";"1803,7937";"1,62782372951";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_016";"2026-04-08 04:00:58";"EXP_015";"run_ok";"rejected";"TOP_SIMILAR_SPY_WEEKS";"20.0";"16";"";"";"";"Ajuste de estabilidad del matching con impacto gradual.";"decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_016_260408031151";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"";"";"";"";"40";"14";"12";"14";"0,35";"";"524";"2,38184637139";"";"";"";"";"";"24";"";"";"";"";"120";"32";"44";"44";"0,266666666666667";"";"707";"0,812907401486";"";"";"";"";"";"34";"";"";"";"";"160";"47";"58";"55";"0,29375";"";"1029,0922";"0,659446854507";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_017";"2026-04-08 05:10:27";"EXP_015";"run_ok";"rejected";"TOP_CANDIDATES_NEXT_WEEK";"5.0";"3";"";"";"";"Cambio directo en cantidad de trades semanales.";"decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_017_260408040928";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"";"";"";"";"24";"11";"6";"7";"0,458333333333333";"";"427,4";"3,32351303806";"";"";"";"";"";"24";"";"";"";"";"72";"20";"28";"24";"0,277777777777778";"";"372,2";"0,668462957042";"";"";"";"";"";"34";"";"";"";"";"96";"33";"36";"27";"0,34375";"";"729,6";"0,893081854507";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_018";"2026-04-08 05:10:43";"EXP_015";"blocked_duplicate";"rejected";"MIN_SPY_CHANNEL_R2";"0.5";"0.6";"";"";"";"Cambio incremental en semanas operadas con impacto controlado en calidad.";"Configuracion ya probada en EXP_012_260407225406";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_018_260408051041";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_019";"2026-04-08 06:10:56";"EXP_015";"run_ok";"rejected";"MIN_SPY_CHANNEL_R2";"0.5";"0.47";"";"";"";"Impacto incremental en semanas habilitadas.";"decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_019_260408051057";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"";"";"";"";"40";"18";"11";"11";"0,45";"";"859";"4,05684637139";"";"";"";"";"";"24";"";"";"";"";"120";"39";"41";"40";"0,325";"";"1296,7015";"1,79574323482";"";"";"";"";"";"35";"";"";"";"";"165";"59";"56";"50";"0,357575757575758";"";"1801,7937";"1,5325166517";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_020";"2026-04-08 06:11:12";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_020_260408061110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_021";"2026-04-08 06:11:26";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_021_260408061125";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_022";"2026-04-08 06:11:42";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_022_260408061140";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_023";"2026-04-08 06:11:57";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_023_260408061156";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
